Familia,Resultado,DocumentID,Filename,ValueText,RevisionNo
_SW_Detailing_Mode_,01-77-039,49743,01-77-039 - Percursor x85.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-316,49744,01-77-316 - Caixa 7716x35x85.SLDDRW,0,1
_SW_Detailing_Mode_,MSDANIACE0030,49745,MSDANIACE0030 - O-Ringue ISO 3601_1 NBR70 4x2m.SLDDRW,0,1
_SW_Detailing_Mode_,Trinco,49746,Trinco M5.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC0025,49755,MSDMOLFEC0025 - Mola trinco (x25)_v2 (old).SLDDRW,0,1
_SW_Detailing_Mode_,7716-35-85_trinco,49760,7716-35-85_trinco novo.SLDDRW,0,1
_SW_Detailing_Mode_,MERCILVDP0034,49771,MERCILVDP0034 - Cilindro Chave Cruz com adaptador KD.SLDDRW,0,1
_SW_Detailing_Mode_,MERCILVDP0033,49776,MERCILVDP0033 - Cilindro chave cruz sem adaptador KD.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPAROSC0003,49782,MSDPAROSC0003 - Parafuso DIN7991 M3x8 A2.SLDDRW,0,1
_SW_Detailing_Mode_,Trinco_versao,49785,Trinco_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,"Tapa-pó-15,5",49787,"Tapa-pó-15,5 - cortado para casar com tampa traseira_versao 2.SLDDRW",0,1
_SW_Detailing_Mode_,Percursor_versao,49789,Percursor_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,Parafuso,49791,Parafuso trinco_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,Mola,49794,Mola trinco_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPARFEC0006,49796,"MSDPARFEC0006 - Parafuso M3x6,5 ponta abicada Zn_versao 2.SLDDRW",0,1
_SW_Detailing_Mode_,MSDMOLFEC1031,49798,MSDMOLFEC1031 - Mola zarelho_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1025,49800,MSDMOLFEC1025 - Mola da língua_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0025,49803,MSDCRVFEC0025 - Cravo Quadrado 8x14-4_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0024,49805,"MSDCRVFEC0024 - CRAVO QUAD. 5x14,4 RM3_versao 2.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0023,49807,"MSDCRVFEC0023 - cravo 6x14,5_versao 2.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0013_versao,49809,MSDCRVFEC0013_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0004,49812,MSDCRVFEC0004 - CRAVO BATENTE DA LINGUA_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,Caixa,49815,Caixa 7716x35x85 trinco_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,Anilha_versao,49817,Anilha_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,7716-35-85_versao,49818,7716-35-85_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-300,49821,03-77-300 - Cravo direiro 7715-16_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-155,49823,03-77-155 - Língua Fechadura pontas 7717-7799_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-300,49820,03-77-300 - Cravo direiro maior 7715-16_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-151,49825,03-77-151 - Zarelho_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-129,49827,03-77-129 - Cravo-esquerdo-7715-16_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-053,49828,03-77-053 - Línguas Especial Bramial_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-052,49829,03-77-052 - Língua Fechadura central 7717-7799_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-013,49831,03-77-013 - Travão_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-748,49833,01-77-748 - Guia da Mola do Zarelho_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-631,49835,01-77-631 - Caixeta 7715x35_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-621,49837,01-77-621 - Caixeta 7715x30_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-462,49839,01-77-462 - Guia do cilindro_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-328,49841,01-77-328 - Espelho 7716x35x85_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-056,49844,01-77-056 - Testa-7716x22_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-056,49842,01-77-056 - Testa7716x22_versao 2.SLDDRW,0,1
_SW_Detailing_Mode_,Trinco_versao,49849,Trinco_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,"Tapa-pó-15,5",49852,"Tapa-pó-15,5 - cortado para casar com tampa traseira_versao 3.SLDDRW",0,1
_SW_Detailing_Mode_,Percursor_versao,49855,Percursor_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,Parafuso,49857,Parafuso trinco_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,Mola,49860,Mola trinco_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPARFEC0006,49862,"MSDPARFEC0006 - Parafuso M3x6,5 ponta abicada Zn_versao 3.SLDDRW",0,1
_SW_Detailing_Mode_,MSDMOLFEC1031,49864,MSDMOLFEC1031 - Mola zarelho_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1025,49866,MSDMOLFEC1025 - Mola da língua_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0025,49869,MSDCRVFEC0025 - Cravo Quadrado 8x14-4_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0024,49871,"MSDCRVFEC0024 - CRAVO QUAD. 5x14,4 RM3_versao 3.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0023,49873,"MSDCRVFEC0023 - cravo 6x14,5_versao 3.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0013_versao,49875,MSDCRVFEC0013_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0004,49878,MSDCRVFEC0004 - CRAVO BATENTE DA LINGUA_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,Caixa,49881,Caixa 7716x35x85 trinco_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,7716-35-85_versao,49882,7716-35-85_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-300,49884,03-77-300 - Cravo direiro maior 7715-16_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-300,49885,03-77-300 - Cravo direiro 7715-16_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-155,49887,03-77-155 - Língua Fechadura pontas 7717-7799_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-151,49889,03-77-151 - Zarelho_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-129,49891,03-77-129 - Cravo-esquerdo-7715-16_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-053,49892,03-77-053 - Línguas Especial Bramial_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-052,49893,03-77-052 - Língua Fechadura central 7717-7799_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-013,49895,03-77-013 - Travão_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-748,49897,01-77-748 - Guia da Mola do Zarelho_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-631,49899,01-77-631 - Caixeta 7715x35_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-621,49901,01-77-621 - Caixeta 7715x30_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-462,49903,01-77-462 - Guia do cilindro_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-328,49905,01-77-328 - Espelho 7716x35x85_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-056,49906,01-77-056 - Testa7716x22_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-056,49908,01-77-056 - Testa-7716x22_versao 3.SLDDRW,0,1
_SW_Detailing_Mode_,Plano,49930,Plano maquinaçao perfil porta monoponto.SLDDRW,0,1
_SW_Detailing_Mode_,Plano,49932,Plano maquinaçao perfil porta.SLDDRW,0,1
_SW_Detailing_Mode_,EP05VU2P01,49977,EP05VU2P01 - Cortar-vazar calço CE-2F Inox.SLDDRW,0,1
_SW_Detailing_Mode_,92470A367_Phillips,49978,92470A367_Phillips Rounded Head Screws for Sheet Metal.SLDDRW,0,1
_SW_Detailing_Mode_,Global,50948,Global Monoponto + Multiponto 1700 A3.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPARACE0004,50951,MSDPARACE0004 - Parafuso AT.RS.CQ.PH.ESP. 5-8x8 A2.SLDDRW,0,1
_SW_Detailing_Mode_,EP15608001,50961,EP15608001 - Montagem Fecho 6080.SLDDRW,0,1
_SW_Detailing_Mode_,01-DIV-001,50965,01-DIV-001 - Porca inox oval pequena.SLDDRW,0,1
_SW_Detailing_Mode_,03-608-004,50966,03-608-004 - Cunha dentada fecho 6080.SLDDRW,0,1
_SW_Detailing_Mode_,Testa,49950,Testa Ensaio Furaçao.SLDDRW,0,1
_SW_Detailing_Mode_,92470A367_Phillips,50967,92470A367_Phillips Rounded Head Screws for Sheet Metal.SLDDRW,0,1
_SW_Detailing_Mode_,EP05306016,50981,EP05306016 - cravação fecho 3060MV.SLDDRW,0,1
_SW_Detailing_Mode_,Alteraçao,50983,Alteraçao 7715-1600 Versus 7715-1730.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779101,50992,EP05779101 - Caixa + Espelho 7791x(25-30-35)x85 (old).SLDDRW,0,1
_SW_Detailing_Mode_,EP05779116,50997,EP05779116 - Caixa + Espelho 7791x20x85.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779113,50995,EP05779113 - Caixa + Espelho 7791x(25-30-35)x92.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779120,50998,EP05779120 - Caixa + Espelho 7791x(25-30-35)x85 Zincado (old).SLDDRW,0,1
_SW_Detailing_Mode_,EP05779121,51000,EP05779121 - Caixa + Espelho 7791_Sx(25-30-35)x85.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779126,51002,EP05779126 - Caixa + Espelho 7791x(25-30-35)x92.SLDDRW,0,1
_SW_Detailing_Mode_,01-57-518,51013,01-57-518 - Cravo da testa 5790.SLDDRW,0,1
_SW_Detailing_Mode_,EP05579005,51014,EP05579005 - 01-57-518 - Cravo da testa 5790.SLDDRW,0,1
_SW_Detailing_Mode_,Montagem,51019,Montagem Fecho 6080.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779121,51023,EP05779121 - Caixa + Espelho 7791_Sx(25-30-35)x85.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-304,51026,01-77-304 - Caixa 7791Sx25x85.SLDDRW,0,1
_SW_Detailing_Mode_,MSDBUCDOB0002,51031,MSDBUCDOB0002 - Bucha 2004.SLDDRW,0,1
_SW_Detailing_Mode_,EP05770707,51028,EP05770707 - Reforço Dobradiça Centrado (Espanha).SLDDRW,0,1
_SW_Detailing_Mode_,Espelho,51045,Espelho 3730.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPEROSC0008,51054,MSDPEROSC0008 - Perno DIN 914 M5x14 Inox A2.SLDDRW,0,1
_SW_Detailing_Mode_,EP15550028,51060,EP15550028 - Montagem OBT101;OBT110 + pernos.SLDDRW,0,1
_SW_Detailing_Mode_,EP15550028_A,51063,EP15550028_A - Montagem OBT101;OBT110 + pernos.SLDDRW,0,1
_SW_Detailing_Mode_,7716-35-85_versao,51084,7716-35-85_versao trinco novo.SLDDRW,0,1
_SW_Detailing_Mode_,Punho,51079,Punho desviado LD712 com mecanismo 5000S.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-117,51093,03-77-117 - Trinco.SLDDRW,0,1
_SW_Detailing_Mode_,EP05778108,51096,EP05778108 - 01-ALV-013 Língua das Pontas alv.SLDDRW,0,1
_SW_Detailing_Mode_,EP05778105,51097,EP05778105 - 01-ALV-012 - Espelho Fech. Alav. pontas.SLDDRW,0,1
_SW_Detailing_Mode_,EP05778104,51098,EP05778104 - 01-ALV-011 Caixa pontas Fech. Alavanca.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-651,51099,01-77-651 - Chapa testa Central 7715-7797ST-7797-7797R alteração.SLDDRW,0,1
_SW_Detailing_Mode_,Calço,51102,Calço CE.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPERACE0011,51111,MSDPERACE0011 - Perno com recartilha Ø3x26.SLDDRW,0,1
_SW_Detailing_Mode_,01-50-008,51113,01-50-008 - Borne de Latão T500.SLDDRW,0,1
_SW_Detailing_Mode_,EP05050002-,51115,EP05050002- 01-50-008 - Borne de Latão T500.SLDDRW,0,1
_SW_Detailing_Mode_,EP05001003,51118,EP05001003 - 311905XX - Braccio Telaio DX.SLDDRW,0,1
_SW_Detailing_Mode_,311905XX,51120,311905XX - Braccio Telaio DX.SLDDRW,0,1
_SW_Detailing_Mode_,EP05778108,51126,EP05778108 - 01-ALV-013 Língua das Pontas.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-299,51165,01-77-299 - Rabo lingua 20.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-229,51166,01-77-229 - Rabo lingua 25.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-046,51167,01-77-046 - Rabo lingua 35.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-133,51181,03-77-133 - Lingua 7791x25.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-134,51182,03-77-134 - Lingua 7791x35.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-116,51183,03-77-116 - Lingua 7791x30.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-130,51184,03-77-130 - Lingua 7791x20.SLDDRW,0,1
_SW_Detailing_Mode_,EP06779104,51189,EP06779104 - Lingua-Trinco-zarelho 7791 (20).SLDDRW,0,1
_SW_Detailing_Mode_,EP06779102,51190,EP06779102 - Lingua 7791-25-30-35.SLDDRW,0,1
_SW_Detailing_Mode_,EP09521201,51196,EP09521201 - 03-52-822 - OBT082-2.SLDDRW,0,1
_SW_Detailing_Mode_,EP09520601,51198,EP09520601 - FECHO superior_ A.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-652,51200,01-77-652 - Chapa testa pontas 7715 (versao anterior alargamento largura furo oval).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-656,51203,01-77-656 - Chapa testa Pontas 7799-7717 (versao anterior ao alargamento furo central e encaixe copo).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-651,51204,01-77-651 - Chapa testa Central 7715-7797ST-7797-7797R (versao anterior alargamento largura furo oval e suporte copo).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-651,51206,01-77-651 - Chapa testa Central 7715-7797ST-7797-7797R alteração.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-655,51211,01-77-655 - Chapa testa Central 7707-7799 gancho.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-657,51214,01-77-657 - Chapa testa Central 7799.SLDDRW,0,1
_SW_Detailing_Mode_,EP05779909,51215,EP05779909 - 01-77-657 - Chapa testa Central 7799-97.SLDDRW,0,1
_SW_Detailing_Mode_,"Tapa-pó-15,5",51227,"Tapa-pó-15,5 - cortado para casar com tampa traseira_trinco.SLDDRW",0,1
_SW_Detailing_Mode_,MSDPARFEC0004,51231,MSDPARFEC0004 - Parafuso especial M5x18 Zn-niq preto_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1502,51233,MSDMOLFEC1502 - Mola compressão 1502_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1391,51235,MSDMOLFEC1391 - Mola-Trinco_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1383,51237,MSDMOLFEC1383 - Mola Inox 1383_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,Testa-7791x16_trinco,51225,Testa-7791x16_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDMOLFEC1031,51239,MSDMOLFEC1031 - Mola zarelho_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0024,51241,"MSDCRVFEC0024 - CRAVO QUAD. 5x14,4 RM3_trinco.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0016_trinco,51245,MSDCRVFEC0016_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVFEC0023,51243,"MSDCRVFEC0023 - cravo 6x14,5_trinco.SLDDRW",0,1
_SW_Detailing_Mode_,MSDCRVFEC0002,51247,MSDCRVFEC0002 - Chaveta elastica  Ø2x7mm_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03.77.163_B_trinco,51250,03.77.163_B_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-151,51252,03-77-151 - Zarelho_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-128,51256,03-77-128 - Cravo-direiro-7715-16_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-129,51254,03-77-129 - Cravo-esquerdo-7715-16_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-120,51257,03-77-120 - Rabo trinco quadrado 35_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-116,51260,03-77-116 - Lingua 7791x30_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-115,51261,03-77-115 - Trinco com chaveta_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-462,51265,01-77-462 - Guia do cilindro_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-230,51268,01-77-230 - Rabo lingua 30_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-225,51271,01-77-225 - Cravo guia mola do zarelho_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-047,51274,01-77-047 - Percursor_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-041,51276,01-77-041 - Guia mola zarelho 7791x20_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-003,51277,01-77-003 - Testa 7791x24_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-002,51279,01-77-002 - Testa 7791x22_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPARACE0012,51318,MSDPARACE0012 - Parafuso DIN7981 5-8x8 Zincado.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-215,51320,01-77-215 - Caixa 7716x30x85.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-306,51321,01-77-306 - Caixa 7716x25x85.SLDDRW,0,1
_SW_Detailing_Mode_,01-97-178,51336,01-97-178 - Testa 9791 24 nova.SLDDRW,0,1
_SW_Detailing_Mode_,EP05979101,51338,EP05979101 - 01-97-178_Testa 9791 24 Nova.SLDDRW,0,1
_SW_Detailing_Mode_,01-97-178_Testa,51340,01-97-178_Testa 9791 24 S.SLDDRW,0,1
_SW_Detailing_Mode_,EP05979104,51343,EP05979104 - 01-97-185_Testa 9791 24 Nova S.SLDDRW,0,1
_SW_Detailing_Mode_,01-97-185_Testa,51359,01-97-185_Testa 9791 24 S.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPERDOB0008,51374,MSDPERDOB0008 - Perno DIN914 M6x8 A2.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-320,51566,01-77-320 - Caixa 7791x25x85.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-223,51567,01-77-223 - Caixa 7791x30x85 A.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-317,51568,01-77-317 - Caixa 7791x35x85_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-V2P-100,51371,01-V2P-100 - Calço com serrilha.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-317,51571,01-77-317 - Caixa 7791x35x85.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-701,51690,03-77-701 - CT base inferior Aluporta.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-703,51692,03-77-703 - CTCE base superior.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-704,51697,03-77-704 - Bloqueador perfil 14.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVACE0008,51700,MSDCRVACE0008 - Seg. portadas pequeno.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-712,51713,01-77-712 - CT lingua de cair OLD.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-702,51715,03-77-702 - CTCE base inferior GNS.SLDDRW,0,1
_SW_Detailing_Mode_,EP05578001,51716,EP05578001 -01-57-511 - Espelho - 01-57-506 Caixa 5790x80.SLDDRW,0,1
_SW_Detailing_Mode_,EP05579004,51717,EP05579004 -01-57-513 - Espelho - 01-57-508 Caixa 5790x90.SLDDRW,0,1
_SW_Detailing_Mode_,EP05788102A,51718,EP05788102A - TestaAlavanca-3pontos 7881 c_ roletos.SLDDRW,0,1
_SW_Detailing_Mode_,MSDPARFEC0034,51730,MSDPARFEC0034 - Parafuso DIN7830 M4x8 A2.SLDDRW,0,1
_SW_Detailing_Mode_,03-30-162_,51764,03-30-162_ 3051-DNR_Calço multiponto.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-157,51793,03-77-157 - Roleto.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-223,51762,01-77-223 - Caixa 7791x30x85 A (old).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-224,51811,01-77-224 NEW - Caixa 7791x30x92_trinco_v1 (old).SLDDRW,0,1
_SW_Detailing_Mode_,Cravo_guia_gancho,51813,Cravo_guia_gancho.SLDDRW,0,1
_SW_Detailing_Mode_,cravo-mov,51814,cravo-mov.SLDDRW,0,1
_SW_Detailing_Mode_,03-ALV-005,51815,03-ALV-005 - Cravo Esquerdo-Direito.SLDDRW,0,1
_SW_Detailing_Mode_,Copy,51818,Copy of Percursor trinco M5.SLDDRW,0,1
_SW_Detailing_Mode_,Monopoint,51856,Monopoint layout 7716.SLDDRW,0,1
_SW_Detailing_Mode_,Monopoint,51858,Monopoint layout 7791.SLDDRW,0,1
_SW_Detailing_Mode_,Grupo,51862,Grupo 1 - 1600mm.SLDDRW,0,1
_SW_Detailing_Mode_,Grupo,51864,Grupo 2 - 1700mm.SLDDRW,0,1
_SW_Detailing_Mode_,Grupo,51866,Grupo 3 - NEWsolution 1730mm.SLDDRW,0,1
_SW_Detailing_Mode_,CT_alavanca_3p,51903,CT_alavanca_3p.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-307,51932,01-77-307 NEW - Caixa 7791x25x92.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-312,51934,01-77-312 NEW - Caixa 7791x35x92_trinco_v1 (old).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-050,51937,01-77-050 NEW - Perculsor 7791x25-30-35x92_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,01-77-216,51969,01-77-216 NEW - Caixa 7716x30x92 trinco M5 (old).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-319,51970,01-77-319 NEW - Caixa 7716x35x92 trinco M5 (old).SLDDRW,0,1
_SW_Detailing_Mode_,01-77-309,51971,01-77-309 NEW - Caixa 7716x25x92.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-150,51981,03-77-150 NEW - Zarelho 7791x25x92_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,03-77-152,51982,03-77-152 NEW - Zarelho 7791x30-35x92_trinco.SLDDRW,0,1
_SW_Detailing_Mode_,MSDCRVOSC0038,52001,MSDCRVOSC0038 - OBT156_old.SLDDRW,0,1
_SW_Detailing_Mode_,EP10550001,52009,EP10550001 - Cravar OBT033 soft-close.SLDDRW,0,1
_SW_Detailing_Mode_,03-52-034N,52012,03-52-034N - OBT034 versao soft-close.SLDDRW,0,1
_SW_Detailing_Mode_,EP10550002,52022,EP10550002 - Cravar OBT034 soft-close.SLDDRW,0,1
_SW_Detailing_Mode_,Teste,52041,Teste OBT024.SLDDRW,0,1
_SW_Detailing_Mode_,Teste,52045,Teste OBT024.SLDDRW,0,1
_SW_Detailing_Mode_,Caixa-7777-35x85,52047,Caixa-7777-35x85.SLDDRW,0,1
_SW_Detailing_Mode_,1-Arm1_SA28,52089,1-Arm1_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,2-Ponteira,52090,2-Ponteira curva arm1 Esq.SLDDRW,0,1
_SW_Detailing_Mode_,3-Ponteira,52091,3-Ponteira topo arm1.SLDDRW,0,1
_SW_Detailing_Mode_,5-Guia,52092,5-Guia fixação.SLDDRW,0,1
_SW_Detailing_Mode_,7-Arm2_SA28,52093,7-Arm2_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,8-Arm3_SA28,52094,8-Arm3_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,9-Arm4_SA28,52095,9-Arm4_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,10-Arm5_SA28,52096,10-Arm5_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,11-Arm6_SA28,52097,11-Arm6_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,12-Arm7_SA28,52098,12-Arm7_SA28.SLDDRW,0,1
_SW_Detailing_Mode_,14-Cravo,52099,14-Cravo.SLDDRW,0,1
_SW_Detailing_Mode_,15-Anilha,52100,15-Anilha cravo.SLDDRW,0,1
_SW_Detailing_Mode_,13-Ponteira,52101,13-Ponteira arm3.SLDDRW,0,1
_SW_Detailing_Mode_,4-Guia,52102,4-Guia 1 ponto.SLDDRW,0,1
_SW_Detailing_Mode_,6-Guia,52103,6-Guia 2 pontos.SLDDRW,0,1
_SW_Detailing_Mode_,4_1-,52104,4_1- Camisa Guia 1 ponto.SLDDRW,0,1
_SW_Detailing_Mode_,6_1-,52105,6_1- Camisa Guia 2 pontos.SLDDRW,0,1
_SW_Detailing_Mode_,Arm,52107,Arm SA28-Esq.SLDDRW,0,1
_SW_Detailing_Mode_,Teste,52129,Teste OBT024_2.SLDDRW,0,1
_SW_Detailing_Mode_,MSDFIELFEC0001,52134,MSDFIELFEC0001.SLDDRW,0,1
_SW_Detailing_Mode_,Arm,52138,Arm SA28-dTO.SLDDRW,0,1
_SW_Detailing_Mode_,03-52-024,52140,03-52-024 - OBT024.SLDDRW,0,1
_SW_Detailing_Mode_,6-Guia,52150,6-Guia 2 pontos.SLDDRW,0,1
_SW_Detailing_Mode_,6_1-,52154,6_1- Camisa Guia 2 pontos.SLDDRW,0,1
_SW_Detailing_Mode_,5-Guia,52157,5-Guia fixação.SLDDRW,0,1
_SW_Detailing_Mode_,4-Guia,52160,4-Guia 1 ponto.SLDDRW,0,1
_SW_Detailing_Mode_,4_1-,52163,4_1- Camisa Guia 1 ponto.SLDDRW,0,1
_SW_Detailing_Mode_,3-Ponteira,52166,3-Ponteira topo arm1.SLDDRW,0,1
_SW_Detailing_Mode_,2-Ponteira,52170,2-Ponteira curva arm1 Esq.SLDDRW,0,1
_SW_Detailing_Mode_,Arm,52179,Arm SA24-Esq.SLDDRW,0,1
_SW_Detailing_Mode_,Arm,52180,Arm SA24-dTO.SLDDRW,0,1
_SW_Detailing_Mode_,12-Arm7_SA24,52181,12-Arm7_SA24.SLDDRW,0,1
_SW_Detailing_Mode_,11-Arm6_SA24,52182,11-Arm6_SA24.SLDDRW,0,1
_SW_Detailing_Mode_,10-Arm5_SA24,52183,10-Arm5_SA24.SLDDRW,0,1
