Familia,Resultado,DocumentID,Filename,ValueText,RevisionNo
designacaoDraw,EP15003055_A,12456,EP15003055_A - H48104 (Punho -AAJ100)apagar.slddrw,H48104  (Punho AAJ100),1
designacaoDraw,EP15003056_A,12455,EP15003056_A - H48106 (Punho -AAI100)apagar.slddrw,H48106 (Punho AAI100),1
designacaoDraw,EP.06.0030.29-A_AAL100A,12441,EP.06.0030.29-A_AAL100A.SLDDRW,TARUGO MINIMAL HANDLE AK AAL100,1
designacaoDraw,EP15003057_A,12454,EP15003057_A - H48107 (Punho -AAK100)apagar.slddrw,H48107 (Punho AAK100),1
designacaoDraw,EP05006002_A,12784,EP05006002_A - Vazar Calço Fixo dob. 3abas ERRETI.SLDDRW,Calço das abas fixas da dobradiça c/ 3 abas ERRETI,1
designacaoDraw,EP05006001_A,12785,EP05006001_A - Vazar Calço fixador-MóvelDOO dob. 2-3abas ERRETI.SLDDRW,Calço Fixador/Móvel DOO dob. 2/3 abas Erreti,1
designacaoDraw,EP05006003_A,12783,EP05006003_A - Vazar Calço aba móvel dob. ERRETI.SLDDRW,Calço aba móvel DIO da dobradiça ERRETI,1
designacaoDraw,EP07006001_A,12782,EP07006001_A - Cortar Calço fixador-MóvelDOO dob. 2-3abas ERRETI.SLDDRW,Calço fixador/Móvel DOO dob. 2/3 abas ERRETI,1
designacaoDraw,EP09006003_A,12779,EP09006003_A - Roscar Calço móvel dob. 2-3abas ERRETI.SLDDRW,Roscar Calço da aba móvel da dobradiça c/ 2/3 abas DIO ERRETI,1
designacaoDraw,EP09006002_A,12780,EP09006002_A - Roscar Calço fixo dob. 2abas ERRETI.SLDDRW,Roscar Calço da abas fixa da dobradiça c/ 2 abas ERRETI,1
designacaoDraw,EP09006001_A,12781,EP09006001_A - Roscar Calço fixo dob. 3abas ERRETI.SLDDRW,Roscar Calço das abas fixas da dobradiça c/ 3 abas ERRETI,1
designacaoDraw,EP09006004_A,12778,EP09006004_A - Roscar Calço fixador dob. 2-3abas ERRETI.SLDDRW,Roscar Calço fixador/MóvelDOO da dobradiça c/ 2/3 abas ERRETI,1
designacaoDraw,EP09006005_A,12777,EP09006005_A - Escarear Calço fixador dob. 2-3abas ERRETI.SLDDRW,Escarear calço fixador/móvelDOO dob. 2/3 abas ERRETI,1
designacaoDraw,EP06520004,12342,EP06520004.SLDDRW,OBT006 / Posicionador MT-ML / Kit Ponteira ML,1
designacaoDraw,EP06520007,12341,EP06520007.SLDDRW,OBT037/3,1
designacaoDraw,EP09520010,12338,EP09520010.SLDDRW,Réguas Compasso / Régua Segunda Folha,1
designacaoDraw,EP08520003,12339,EP08520003.SLDDRW,Excêntrico Compasso Oscilo,1
designacaoDraw,EP08520002,12340,EP08520002.SLDDRW,Bloqueador Compasso / Dob. Sup Oscilo,1
designacaoDraw,EP09520011,12337,EP09520011.SLDDRW,Posicionador Manobra Tradicional / Lógica,1
designacaoDraw,EP09520013,12336,EP09520013.SLDDRW,Roscagem OBT037/3,1
designacaoDraw,7715-Pontas,12294,7715-Pontas v2.SLDDRW,Fechadura 7715 Pontas,1
designacaoDraw,Testas,12107,Testas 7777.SLDDRW,Testas Fechadura 7777,1
designacaoDraw,EP057715.01_A,11915,EP057715.01_A - Corrediça comum 7715.SLDDRW,Corrediça comum 7715,1
designacaoDraw,EP06007001_A,11074,EP06007001_A - Boitier Secu 721.9253 (Caixa).SLDDRW,Boitier Secu 721.9253,1
designacaoDraw,EP06007002_A,11073,EP06007002_A - Boitier Secu 721.9254 (espelho).SLDDRW,Boitier Secu 721.9254,1
designacaoDraw,EP06007004_A,11071,EP06007004_A - Boitier Secu 721.9256 (intermédio).SLDDRW,Boitier Secu 721.9256,1
designacaoDraw,EP06007003_A,11072,EP06007003_A - Boitier Secu 721.9255 (Entrada).SLDDRW,Boitier Secu 721.9255,1
designacaoDraw,EP06007005_A,11070,EP06007005_A - Boitier Secu 721.9257 (Saída).SLDDRW,Boitier Secu 721.9257,1
designacaoDraw,EP09007001_A,11069,EP09007001_A - Roscar Boitier Secu 721.9253 (Caixa).SLDDRW,Roscar Boitier Secu - 721.9253,1
designacaoDraw,EP09007002_A,11068,EP09007002_A - Roscar Boitier Secu 721.9255 (Entrada).SLDDRW,Roscar Boitier Secu - 721.9255,1
designacaoDraw,EP.08.1530.01_A,11296,EP.08.1530.01_A.SLDDRW,Cavilhão Q.8x77,1
designacaoDraw,EP.08.1500.01_A,11298,EP.08.1500.01_A.SLDDRW,Cavilhão Q.8x80,1
designacaoDraw,EP05003021,11396,EP05003021 - Cortar-vazar calço 3L ALUK Inox.SLDDRW,Calço 3L Aluk Inox,1
designacaoDraw,EP08778102_A,11402,"EP08778102_A - Anilha Latão Red 9,9x3 (CT Alavanca).SLDDRW","Anilha Latão Red9,9x3 (CT Alavanca)",1
designacaoDraw,EP08778101_A,11403,EP08778101_A - Anilha Latão Red 14x3 (CT Alavanca).SLDDRW,Anilha Latão Red14x3 (CT Alavanca),1
designacaoDraw,EP05003022,11395,EP05003022 - Cortar-vazar calço PL ALUK Inox.SLDDRW,Calço PL Aluk,1
designacaoDraw,EP15VU2P01,11369,EP15VU2P01 - CE2F.SLDDRW,"DOBRADIÇA VULCANA 2P ",1
designacaoDraw,EP05VU2P01,11394,EP05VU2P01 - Cortar-vazar calço CE-2F Inox versao A.slddrw,Calço CE-2F Inox (Vulcana 2P),1
designacaoDraw,cravo_1,9915,cravo_1.SLDDRW,Cravo 1 - P/Roda B,1
designacaoDraw,03-76-012,9909,03-76-012 _ Corrediça Central Inf 1_92x45 (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-013,9908,03-76-013 _ Corrediça Central Inf 1_92x45 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-011,9907,03-76-011 _ Corrediça Central Inf 1_92x35 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-008,9903,03-76-008 _ Corrediça Central Inf 1_92x30 (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-009,9904,03-76-009 _ Corrediça Central Inf 1_92x30 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-010,9905,03-76-010 _ Corrediça Central Inf 1_92x35 (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-006,9901,03-76-006 _ Corrediça Central Inf 1_85x45 (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-005,9899,03-76-005 _ Corrediça Central Inf 1_85x35 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-007_,9900,03-76-007_ Corrediça Central Inf 1_85x45 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-004,9898,03-76-004 _ Corrediça Central Inf 1_85x35 (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-002,9897,03-76-002 _ Corrediça Central Inf 1_85x30  (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-003,9896,03-76-003 _ Corrediça Central Inf 1_85x30 (v-trincos) (OLD_A).SLDDRW,Corrediça Central inf. 1 - Fechadura Ling. Avançar,1
designacaoDraw,03-76-024_,9878,03-76-024_ Lingua 30 (OLD_A).SLDDRW,Lingua - Fechadura Lin. Avançar,1
designacaoDraw,03-76-026_,9879,03-76-026_ Lingua 45 (OLD_A).SLDDRW,Lingua - Fechadura Lin. Avançar,1
designacaoDraw,03-76-025_,9877,03-76-025_ Lingua 35 (OLD_A).SLDDRW,Lingua - Fechadura Lin. Avançar,1
designacaoDraw,7100,10310,7100.SLDDRW,Dobradiça 7100,1
designacaoDraw,EP05520012,10229,EP05520012 - Réguas pequenas compasso 500-400-300.SLDDRW,Réguas pequenas compassos 500/400/300,1
designacaoDraw,EP05520010,10230,EP05520010 - Régua compasso 500-400-300.SLDDRW,Réguas pequenas compassos 500/400/300,1
designacaoDraw,EP09-Calço,10228,EP09-Calço Dob. Inf. Oscilo 5200.SLDDRW,Calço Dobradiça Inferior Oscilo 5200,1
designacaoDraw,EP09520014-Calço,10227,EP09520014-Calço Dob. Inf. Oscilo 5200.SLDDRW,Calço Dobradiça Inferior Oscilo 5200,1
designacaoDraw,EP-03.30.156-03.30.155-calçosEXL,10221,EP-03.30.156-03.30.155-calçosEXL.SLDDRW,Calços EXL,1
designacaoDraw,EP05520011-Calço,10226,EP05520011-Calço Dob. Inf. Oscilo 5200.SLDDRW,Calço Dobradiça Inferior Oscilo 5200,1
designacaoDraw,EP.01.OSC.017,10217,EP.01.OSC.017 - OBT017.SLDDRW,Calço Dobradiça Inferior Oscilo 5200,1
designacaoDraw,EP.Réguas.Pequenas.Compassos.500-400-300,10215,EP.Réguas.Pequenas.Compassos.500-400-300.SLDDRW,Réguas pequenas compassos 500/400/300,1
designacaoDraw,EP05001001,10018,EP05001001 - _01-MA-005_01-MA-006_01-MA-007.SLDDRW,01-MA-005 / 01-MA-006 / 01-MA-007 Patilhas SAV (311926/311927/311928),4
designacaoDraw,EP05001002,10020,EP05001002 - _01-MA-001_01-MA-002.SLDDRW,Rodas de Engrenagem Manon  (311929 / 311930),1
designacaoDraw,Copy,10032,Copy of EP06555001 - OBT109 - OBT101 - OBT139 - OBT141 (DIR).SLDDRW,Osc. Inv. Dir.: OBT109 / OBT101 / OBT139 / OBT141,1
designacaoDraw,Copy,10031,Copy of EP06555002 - OBT115 - OBT110 - OBT140 - OBT142 (ESQ).SLDDRW,Osc. Inv. Dir.: OBT115 / OBT110 / OBT140 / OBT142,1
designacaoDraw,EP08001001,10006,EP08001001 - 08-MA-100-09 - Punho SAV874.31 330022maquinado.SLDDRW,Punho SAV874.31 330022xx maquinado,2
designacaoDraw,cravo_1,9970,cravo_1.SLDDRW,Cravo 1 - P/Roda B,1
designacaoDraw,EP06555005,10035,EP06555005 - OBT109 - OBT102 - OBT138 - OBT141 (DIR).SLDDRW,Osc. Inv. Dir.: OBT109 / OBT101 / OBT139 / OBT141,4
designacaoDraw,EP06555004,10033,EP06555004 - OBT115 - OBT112 - OBT144 - OBT142 (ESQ).SLDDRW,Osc. Inv. Esq.: OBT112 / OBT115 / OBT142 / OBT144,3
designacaoDraw,EP06270002,10125,EP06270002 - Patilhas 03-25-071 - 072 e 073.SLDDRW,Patilhas 03-25-071 / 03-25-072 / 03-25-073,1
designacaoDraw,EP06550404,9658,EP06550404 - OBT133 ; OBT134 ; OBT135 ; OBT136 ; OBT158 ; Clip fixação.SLDDRW,OBT133 / OBT134 /OBT135 / OBT136 / OBT158 / Clip Fixação,1
designacaoDraw,EP06001012,9704,EP06001012 - Punho SAV 330022.SLDDRW,Punho SAV874.31 330022xx,3
designacaoDraw,EP15711601,9713,EP15711601 - 7100 - C16.SLDDRW,DOBRADIÇA 7100 C16,3
designacaoDraw,EP06001014,9741,EP06001014 - Tampa SAV874.31 340941xx.SLDDRW,Tampa SAV874.31 340941xx,1
designacaoDraw,EP05555010,9730,EP05555010 - 01-55-030 - Barra Alu Comp 300.SLDDRW,Regua Alumínio C.300 Invisível,1
designacaoDraw,EP15287005,9728,EP15287005 - 2870- tradicional.SLDDRW,CREMONE 2870 MANOBRA TRADICIONAL,1
designacaoDraw,EP15285004,9729,EP15285004 - montagem cremone 2850 OSC.SLDDRW,Montagem Cremone 2850 OSC.,2
designacaoDraw,EP06001017,9744,EP06001017 Anilha SAV874.31 35182185.SLDDRW,Anilha SAV874.31 35182185,1
designacaoDraw,EP06001015,9742,EP06001015 - Corpo SAV874.31 341390xx.SLDDRW,Corpo SAV874.31 341390xx,1
designacaoDraw,EP06001016,9743,EP06001016 - Roda SAV874.31 340942xx.SLDDRW,Roda SAV874.31 340942xx,1
designacaoDraw,EP15008001,9502,EP15008001 - Montagem Cremone 2870 ML ESQ.SLDDRW,Cremone WinkHaus 2870 M.Lógica Esquerdo,1
designacaoDraw,Maquinação,9499,Maquinação CorpoCremone M.L. - WinkHaus.SLDDRW,Maquinação Cremone WinkHaus c/Chave M.L.,1
designacaoDraw,01-77-551,9487,01-77-551 CT7791 TU SUP.SLDDRW,01-77-551 CT7791 TU SUP,2
designacaoDraw,EP15008003,9504,EP15008003 - Montagem Cremone WH 2850.SLDDRW,Montagem Cremone 2850 WinkHaus,1
designacaoDraw,EP15008004,9505,EP15008004 - Pré-montagem corpo 2850 WH.SLDDRW,Pré-montagem Corpo Cremone 2850 WinkHaus,1
designacaoDraw,EP15008002,9503,EP15008002 - Montagem Cremone 2870 ML DIR.SLDDRW,Cremone WinkHaus 2870 M.Lógica Direito,2
designacaoDraw,EP15008005,9506,EP15008005 - Pré-montagem corpo 2870 WH.SLDDRW,Pré-montagem Corpo Cremone 2870 WinkHaus,2
designacaoDraw,EP08306102,9613,EP08306102.SLDDRW,Casquilho Anti-Falsa Manobra,2
designacaoDraw,EP05771501_A,9430,EP05771501_A - Corrediça Pontas 7715.SLDDRW,Corrediça das Pontas 7715,2
designacaoDraw,EP06270001,9480,EP06270001.SLDDRW,"Tampa Plástica Cremone (UMA Patilha) 2700 ",2
designacaoDraw,Porca,9419,Porca Bico Injeção IZ4.SLDDRW,Porca Bico Injeção IZ4,1
designacaoDraw,Bico,9408,Bico Injeção IZ4.SLDDRW,Bico Injeção IZ4,1
designacaoDraw,Boquilha,9403,Boquilha IZ4.SLDDRW,Boquilha IZ4,1
designacaoDraw,EP06520002,9375,EP06520002.SLDDRW,Dobradiça Inf. Oscilo (Aba Zamac)                             OBT015,1
designacaoDraw,EP06001006,9155,EP06001006.SLDDRW,Punho Vela 341434,1
designacaoDraw,EP06001007,9154,EP06001007.SLDDRW,Corpo Vela 330049,1
designacaoDraw,EP06001010,9166,EP06001010.SLDDRW,Calços Multiponto SAV,1
designacaoDraw,EP06001008,9153,EP06001008.SLDDRW,Tarugos Cremone VELA (341327 / 341330),1
designacaoDraw,EP05001001,9136,EP05001001.SLDDRW,Patilhas SAV (311926/311927/311928),1
designacaoDraw,EP09001004,9152,EP09001004.SLDDRW,Corpo VELA (330049),1
designacaoDraw,EP06001001,9134,EP06001001.SLDDRW,Punho Manon 330041,1
designacaoDraw,EP06001002,9133,EP06001002.SLDDRW,"Corpo Manon 330040 ",1
designacaoDraw,EP05001002,9135,EP05001002.SLDDRW,Rodas de Engrenagem Manon  (311929 / 311930),1
designacaoDraw,EP06001004,9131,EP06001004.SLDDRW,Placa Deslizante Manon 353524,1
designacaoDraw,EP06001005,9130,EP06001005.SLDDRW,Casquilho Corpo 353523 / Suporte Mola 353527 / Camicia 353577,1
designacaoDraw,EP06001003,9132,EP06001003.SLDDRW,Tampas Manon (353525 / 353526),1
designacaoDraw,EP15779701,9093,EP15779701.SLDDRW,Chapa Testa 7797x26 Central,1
designacaoDraw,EP15771501,9094,EP15771501.SLDDRW,Chapa Testa 7715x26 Pontas,1
designacaoDraw,EP09P00101,9095,EP09P00101.SLDDRW,Porca Inox Pequena (012200101) / Grande (017210001),1
designacaoDraw,EP06306101,9112,EP06306101 - Calços EXL 3052 - 3053.SLDDRW,Calços EXL 3052 / 3053,1
designacaoDraw,EP09001002,9127,EP09001002.SLDDRW,Punho Manon (330041),1
designacaoDraw,EP09001001,9128,EP09001001.SLDDRW,Corpo Manon (330040),1
designacaoDraw,EP06001009,9129,EP06001009.SLDDRW,Punho Manon c/ Chave 330042,3
designacaoDraw,EP06003002,9201,EP06003002.SLDDRW,Mini Ponteira/Afinador (LM0100 / LM0200 / LM0300 / LM0400 / LM0500),1
designacaoDraw,EP06003003,9200,EP06003003.SLDDRW,Ponteira (LN0100 / LN0200 / LN0300 / LN0400 / LN0500) Sepalumic,3
designacaoDraw,EP06003001,9202,EP06003001.SLDDRW,Afinador (LK0100 / LK0200 / LK0300),1
designacaoDraw,EP06003005,9198,EP06003005.SLDDRW,Régua PIZ200,1
designacaoDraw,EP06003006,9197,EP06003006.SLDDRW,Régua PIZ300,1
designacaoDraw,EP06003004,9199,EP06003004.SLDDRW,Régua PIZ100,1
designacaoDraw,EP15003014,9191,EP15003014 - lixo (actualizado na devida pasta).slddrw,Ensemble Gache Simple,1
designacaoDraw,EP06001011,9167,EP06001011.SLDDRW,Oscilo inv. SAV             341766xx  341767xx  341768xx,1
designacaoDraw,EP09003004,9196,EP09003004.SLDDRW,LN0200 / LN0400 / LM0100 / LM0500,1
designacaoDraw,EP09003005,9195,EP09003005.SLDDRW,LK0200 / LM0300,1
designacaoDraw,EP15003011,9194,EP15003011 - Ensemble Gache Double.SLDDRW,Ensemble Gache Double,2
designacaoDraw,EP05003034_B,8642,EP05003034_B - Gravação sextavado semi-fixed sem pino (old).SLDDRW,Gravar sextavado do semi-fixe 416760,1
designacaoDraw,EP05003035,8620,EP05003035 - 416860A ; 416870A sem ligador.SLDDRW,416860A e 416870A (Sem ligador),2
designacaoDraw,EP10003015,8630,EP10003015.SLDDRW,Upper Concealed Hinge with Medium Arm,1
designacaoDraw,EP10003014,8639,EP10003014.SLDDRW,Upper Concealed Hinge with Small Arm,1
designacaoDraw,EP05003051_B,8647,EP05003051_B - 012510 - L cravado AK (old).SLDDRW,012510_01/012510_02 - Concealed Hinge Base,1
designacaoDraw,EP09003016,8648,EP09003016.SLDDRW,012940 (AK - Concealed Hinge),1
designacaoDraw,03-77-538,8667,03-77-538 CT7791 TL BASE ZAMAK.SLDDRW,03-77-538 CT7791 TL BASE ZAMAK,2
designacaoDraw,EP10550010_A,8814,EP10550010_A - Cravar Dobradiça 2ª Folha Direita Invisível.SLDDRW,CRAVAR DOBRADIÇA 2ª FOLHA DIREITA OSC. INV.,1
designacaoDraw,EP10550012_A,8812,EP10550012_A - Cravar esquadro Dob. Inf. Esq. Osc. Inv..SLDDRW,Cravar Esquadro (OBT140) Dob. Inf. Esq. Osc. Inv.,1
designacaoDraw,EP10550011_A,8813,EP10550011_A - Cravar esquadro Dob. Inf. Dir. Osc. Inv..SLDDRW,Cravar Esquadro (OBT139) Dob. Inf. Dir. Osc. Inv.,1
designacaoDraw,EP10550013_A,8811,EP10550013_A - Cravar esquadro Dob. SUP. Dir. Osc. Inv..SLDDRW,Cravar Esquadro (OBT101) Dob. Sup. Dir. Osc. Inv.,1
designacaoDraw,MSDCRVOSC0040,8787,MSDCRVOSC0040 - Cravo ø9 x 6.85.SLDDRW,Cravo Compasso ø9 x 6.85 - Oscilo Invisivel,2
designacaoDraw,MSDCRVOSC0041,8784,MSDCRVOSC0041 - Cravo ø9 x 6.65.SLDDRW,Cravo Compasso Oscilo Invisível ø9 x 6.65,2
designacaoDraw,EP05550003_A,8829,EP05550003_A - OBT553 - OBT554.SLDDRW,OBT553 (Dir) / OBT554 (Esq),1
designacaoDraw,EP05550002_A,8830,EP05550002_A - OBT112 - OBT113 - OBT114.SLDDRW,OBT112 / OBT113 / OBT114 (Esq),1
designacaoDraw,EP05550001_A,8831,EP05550001_A - OBT102 - OBT103 - OBT104.SLDDRW,OBT102 / OBT103 / OBT104 (Dir),1
designacaoDraw,EP05550007_A,8825,EP05550007_A - OBT551 (Dir) - OBT552 (Esq).SLDDRW,OBT551 (Dir) - OBT552 (Esq),1
designacaoDraw,EP05550006_A,8826,EP05550006_A - OBT161 (Dir) - OBT162 (Esq).SLDDRW,OBT161 (Dir) - OBT162 (Esq),1
designacaoDraw,EP05550005_A,8827,EP05550005_A - OBT121 (C400 Esq) - OBT 124 (C500 Esq).SLDDRW,OBT121 (C400Esq) / OBT124 (C500Esq),1
designacaoDraw,EP05550004_A,8828,EP05550004_A - OBT120 (C400 Dir) - OBT 123 (C500 Dir).SLDDRW,OBT120 (C400Dir) / OBT123 (C500Dir),1
designacaoDraw,EP10550014_A,8824,EP10550014_A - Cravar esquadro Dob. SUP. Esq. Osc. Inv..SLDDRW,Cravar Esquadro (OBT110) Dob. Sup. Esq. Osc. Inv.,1
designacaoDraw,EP10550001_A,8823,EP10550001_A - Cravar Dobradiça Direita do compasso 400-500 Invisível.SLDDRW,CRAVAR DOBRADIÇA DIREITA DO COMPASSO 400/500 OSC. INV.,1
designacaoDraw,EP10550004_A,8820,EP10550004_A - Cravar dobradiça inferior esquerda Invisível.SLDDRW,Cravar Dobradiça Inferior Esquerda Osc. Invisível,1
designacaoDraw,EP10550003_A,8821,EP10550003_A - Cravar dobradiça inferior direita Invisível.SLDDRW,Cravar Dobradiça Inferior Direita Osc. Invisível,1
designacaoDraw,EP10550002_A,8822,EP10550002_A - Cravar Dobradiça Esquerda do compasso 400-500 Invisível.SLDDRW,CRAVAR DOBRADIÇA ESQUERDA DO COMPASSO 400/500 OSC. INV.,1
designacaoDraw,EP10550005_A,8819,EP10550005_A - Cravar Triângulo do Compasso 400 esquerdo oscilo Invisível.SLDDRW,Cravar Triângulo do Compasso 400 Esquerdo Osc. Inv.,1
designacaoDraw,EP10550007_A,8817,EP10550007_A - Cravar Triângulo do Compasso 400 Direito oscilo Invisível.SLDDRW,Cravar Triângulo do Compasso 400 Direito Osc. Inv.,1
designacaoDraw,EP10550006_A,8818,EP10550006_A - Cravar Triângulo do Compasso 500 esquerdo oscilo Invisível.SLDDRW,Cravar Triângulo do Compasso 500 Esquerdo Osc. Inv.,1
designacaoDraw,EP10550008_A,8816,EP10550008_A - Cravar Triângulo do Compasso 500 Direito oscilo Invisível.SLDDRW,Cravar Triângulo do Compasso 500 Direito Osc. Inv.,1
designacaoDraw,EP10550009_A,8815,EP10550009_A - Cravar Dobradiça 2ª Folha Esquerda Invisível.SLDDRW,CRAVAR DOBRADIÇA 2ª FOLHA ESQUERDA OSC. INV.,1
designacaoDraw,EP08555010,8526,EP08555010.SLDDRW,OBT159 - Cravo Guia Dob. Inf. Inv.,2
designacaoDraw,EP08555009-,8525,EP08555009- APAGAR.SLDDRW,OBT156 - Cravo Oscilo Dob. Inf. Inv.,2
designacaoDraw,EP08555011-,8527,EP08555011- APAGAR.SLDDRW,OBT153 - Cravo Principal Dob. Inf. Inv.,2
designacaoDraw,EP08555007-APAGAR(repetido),8523,EP08555007-APAGAR(repetido).SLDDRW,"OBT128 - ø6,95 x 5,40",2
designacaoDraw,EP08555006-APAGAR(repetido),8522,EP08555006-APAGAR(repetido).SLDDRW,OBT131 - ø8 x 10.85,3
designacaoDraw,EP08555008-,8524,EP08555008- APAGAR.SLDDRW,OBT155 - Pino Dob. Inf. Oculta,2
designacaoDraw,EP13555001-APAGAR,8538,EP13555001-APAGAR.SLDDRW,OBT157 - Fiel Dob. Inf. Inv,2
designacaoDraw,EP08555013-APAGAR(repetido),8529,EP08555013-APAGAR(repetido).SLDDRW,"Cravo Compasso Oscilo ø9 x 6,65",4
designacaoDraw,EP08555012-APAGAR(repetido),8528,EP08555012-APAGAR(repetido).SLDDRW,Cravo Compasso ø9 x 6.85,6
designacaoDraw,EP09550009,8540,EP09550009.SLDDRW,OBT120 - OBT121 - OBT123 - OBT124 - OBT161 - OBT162,1
designacaoDraw,EP15555003,8541,EP15555003 - Pre-montagem OBT141.SLDDRW,PRÉ-MONTAGEM OBT 141,1
designacaoDraw,EP05555009,8542,EP05555009 - Paralelismo Réguas Compassos Invisiveis.SLDDRW,Paralelismo dos Compassos (OBT120 - OBT121 - OBT123 - OBT124),1
designacaoDraw,EP08003013,8539,EP08003013 - 312770.SLDDRW,Lower Concealed Hinge Adjusting Screw,1
designacaoDraw,EP05003028,8585,EP05003028 - 012650 Upper Concealed Hinge Secondary Arm RH.SLDDRW,Upper Concealed Hinge Secondary Arm Lh,1
designacaoDraw,EP05003026-,8587,EP05003026- 012630 Upper Concealed Hinge Secondary Arm RH.SLDDRW,Upper Concealed Hinge Secondary Arm Rh,1
designacaoDraw,EP05003025,8588,EP05003025 - 012620 Upper Concealed Hinge Main Arm RH.SLDDRW,Upper Concealed Hinge Main Arm Rh,1
designacaoDraw,EP05003027,8589,EP05003027 - 012640 Upper Concealed Hinge Main Arm RH.SLDDRW,Upper Concealed Hinge Main Arm Lh,1
designacaoDraw,EP05003036,8590,EP05003036 - 416830A ; 416840A ; 416850A.SLDDRW,416830A / 416840A / 416850A,2
designacaoDraw,EP15003005_B,8603,EP15003005_B.SLDDRW,416890A_03/416950A_03 - Lowe Concealed Hinge,1
designacaoDraw,EP15003006_B,8616,EP15003006_B.SLDDRW,416890A_04/416950A_04 - Lower Concealed Hinge,1
designacaoDraw,EP05003018,8617,EP05003018 - 416820.SLDDRW,416820,2
designacaoDraw,EP05003032,8584,EP05003032 - 012570 Lower Concealed Hinge Main Arm RH.SLDDRW,Lower Concealed Hinge Main Arm Lh,1
designacaoDraw,EP05003023_B,8582,EP05003023_B (old).SLDDRW,Concealed Hinge Base,1
designacaoDraw,EP05003030,8583,EP05003030 - 012550 Lower Concealed Hinge Main Arm RH.SLDDRW,Lower Concealed Hinge Main Arm Rh,1
designacaoDraw,EP15003052,8547,EP15003052 - H48102 - Click Handle Mechanism.SLDDRW,Montagem H48102 - Click Handle Mechanism,2
designacaoDraw,EP15003053,8546,EP15003053 - H48105 - TBT Click Handle Mechanism.SLDDRW,Montagem H48105 - TBT Click Handle Mechanism,2
designacaoDraw,EP15003059,8551,EP15003059 - Montagem M416950A - M416890A.SLDDRW,Montagem M416950A e M416890A,1
designacaoDraw,EP09555001,8920,EP09555001 - Roscar OBT141.SLDDRW,Roscar OBT141,1
designacaoDraw,EP06555001,8897,EP06555001 - OBT109 - OBT101 - OBT139 - OBT141 (DIR).SLDDRW,Osc. Inv. Dir.: OBT109 / OBT101 / OBT139 / OBT141,5
designacaoDraw,EP05550008_A,8832,EP05550008_A - OBT122 (C400) - OBT125 (C500).SLDDRW,OBT122 (C400) - OBT125 (C500),1
designacaoDraw,EP09555004,8926,EP09555004 - Roscar OBT140.SLDDRW,Roscar OBT140,2
designacaoDraw,EP09555003,8924,EP09555003 - Roscar OBT139.SLDDRW,"Roscar OBT139 ",2
designacaoDraw,EP09555002,8922,EP09555002 - Roscar OBT142.SLDDRW,Roscar OBT142,1
designacaoDraw,EP09555006,8930,EP09555006 - Roscar OBT101 (direito).SLDDRW,Roscar OBT101 (DIREITO),2
designacaoDraw,EP09555005,8928,EP09555005 - Roscar OBT143.SLDDRW,Roscar OBT143,2
designacaoDraw,EP09555008,8934,EP09555008 - Roscar OBT160.SLDDRW,Roscar OBT160,1
designacaoDraw,EP09555007,8932,EP09555007 - Roscar OBT110 (Esquerdo).SLDDRW,Roscar OBT110 (ESQUERDO),3
designacaoDraw,EP10555004,8942,EP10555004 - Cravar dobradiça inferior esquerda Invisível.SLDDRW,Cravar Dobradiça Inferior Esquerda Osc. Invisível,4
designacaoDraw,EP10555003,8940,EP10555003 - Cravar dobradiça inferior direita Invisível.SLDDRW,Cravar Dobradiça Inferior Direita Osc. Invisível,4
designacaoDraw,EP09555009,8936,EP09555009 - Escarear Compassos - Réguas Segunda Folha.SLDDRW,OBT120 - OBT121 - OBT123 - OBT124 - OBT161 - OBT162,1
designacaoDraw,EP05306009,8964,EP05306009.SLDDRW,Testa 3060 x _____ x 7.5,2
designacaoDraw,EP05306010,8963,EP05306010.SLDDRW,Régua 3060 x ____ x 7.5,2
designacaoDraw,EP05306008,8965,EP05306008.SLDDRW,Régua 3060x1600x15,4
designacaoDraw,EP05306014(old),8961,EP05306014(old).SLDDRW,Ponto de Fecho com Rampa,2
designacaoDraw,EP06050001,8960,EP06050001.SLDDRW,Caixa Fecho Multiponto,1
